"TLA NAME","CRASH ROAD","CRASH DIST","CRASH DIRN","INTSN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT","VEHICLES","CAUSES","OBJECTS STRUCK","ROAD CURVE","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","ROAD MARK","SPD LIM","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","PERS AGE1","PERS AGE2","EASTING","NORTHING"
"Far North District","1N/134/1.145","1120","E"," ","MANGAMUKA GORGE WALKWAY","201531658","02/02/2015","Mon","0940","DB","CW1","135A 806 811 ","ET","S","D","B ","F "," "," ","C","100","0","0","0","","","1642124","6106333",
"Far North District","1N/149/16.836","1100","N"," ","RANGIAHUA ROAD","201510494","29/01/2015","Thu","1458","DA","VN1","129A 410A ","CV","E","D","B ","F "," ","N","C","100","0","0","1","","","1659905","6093729",
"Far North District","1N/167/11.182","1200","W"," ","WAIARE ROAD","201510030","12/01/2015","Mon","1245","DA","4W1","131A 412A ","FX","E","D","B ","F "," "," ","C","100","0","1","0","","","1669434","6091146",
"Far North District","1N/185/2.119",""," ","I","HARIRU ROAD","201530213","05/01/2015","Mon","1635","LB","4W144","111B 303B 330B ","","R","D","B ","F ","T","S","C","100","0","0","0","","","1677199","6089256",
"Far North District","1N/185/4.596","1100","N"," ","SH 12","201510344","26/01/2015","Mon","1525","CC","CS1","130A 412A ","CET","R","D","B ","F "," "," ","C","100","0","0","1","","","1679349","6088325",
"Far North District","1N/190/2.304",""," ","I","WAIKARAMU ROAD","201530209","11/01/2015","Sun","0800","JA","CE1C","302B 330B 375B ","","R","D","B ","F ","T","G","C","100","0","0","0","","","1682253","6088463",
"Far North District","1N/215/0",""," ","I","WAIOMIO ROAD","201510763","10/02/2015","Tue","1613","GD","4N1C","111A 333A ","FV","E","W","O ","F ","T","G","C","100","0","0","1","","","1697432","6080895",
"Gisborne District","ABERDEEN ROAD","60","N"," ","DISRAELI ST","201531105","21/01/2015","Wed","0335","EA","CN1C","103A 129A ","M","R","D","DO","F "," ","N","C","050","0","0","0","","","2036911","5709333",
"Gisborne District","ARAKIHI ROAD","200","W"," ","KIORE ROAD","201531662","22/01/2015","Thu","1500","BB","TE1T","123A ","CX","M","D","B ","F "," "," ","N","050","0","0","0","","","2051358","5740668",
"Gisborne District","CHILDERS ROAD","40","S"," ","CARNARVON ST","201531405","25/02/2015","Wed","1255","GB","VS1C","158A 387A 930 ","","R","D","B ","F ","D","N","C","050","0","0","0","","","2036708","5708693",
"Gisborne District","DE LAUTOUR ROAD",""," ","I","OWEN ROAD","201510098","06/01/2015","Tue","1724","NB","CW1E","727B ","","R","D","B ","F ","X","G","C","050","0","0","1","4","","2039374","5707947",
"Gisborne District","ENDCLIFFE ROAD","5","N"," ","NORWOOD ROAD","201531106","22/01/2015","Thu","1600","CB","CS1","112A 330A ","IK","R","D","B ","F ","T","S","R","050","0","0","0","","","2038531","5706364",
"Gisborne District","GLADSTONE ROAD",""," ","I","LYTTON ROAD","201531101","16/01/2015","Fri","0830","HA","CS2C","302A 375A ","","R","D","B ","F ","R","G","R","050","0","0","0","","","2035031","5710017",
"Gisborne District","GREY ST",""," ","I","GLADSTONE ROAD","201530270","09/01/2015","Fri","1630","FB","BN1C","331A 352A ","","R","D","B ","F ","R","G","R","050","0","0","0","","","2037180","5708413",
"Gisborne District","HAMILTON DRIVE","20","E"," ","TUAMOTU PARK E","201531402","26/02/2015","Thu","1025","EE","CE1C","330B 374B ","M","R","D","B ","F "," ","N","N","050","0","0","0","","","2040043","5705538",
"Gisborne District","KAIAUA ROAD","5000","N"," ","SH 35","201530314","04/01/2015","Sun","1200","MA","CN14","330B 373B ","","R","D","B ","F "," "," ","N","080","0","0","0","","","2065331","5745859",
"Gisborne District","ORMOND ROAD","170","S"," ","SHERIDAN ST","201510415","10/02/2015","Tue","0325","CB","CN1","104A 112A ","F","R","W","DO","L "," ","N","C","050","0","0","2","","","2037081","5709915",
"Gisborne District","PALMERSTON ROAD","60","S"," ","COBDEN ST","201531406","05/03/2015","Thu","1700","MC","CS1C","330B 372B ","","R","D","B ","F "," ","N","C","050","0","0","0","","","2037119","5708753",
"Gisborne District","PALMERSTON ROAD","40","S"," ","ROEBUCK ROAD","201531104","31/01/2015","Sat","1330","EA","CN1VC","103A 129A ","M","R","D","B ","F "," ","N","C","050","0","0","0","","","2036644","5709248",
"Gisborne District","RUTENE ROAD",""," ","I","DE LAUTOUR ROAD","201510416","24/01/2015","Sat","1652","HA","4N2M","302A 410A ","","E","D","B ","F ","R","G","C","050","0","0","2","","","2038800","5707558",
"Gisborne District","SALEYARDS ROAD","80","N"," ","SH 2","201530269","15/01/2015","Thu","1115","QG","ON1","665A ","F","R","D","B ","F "," "," ","C","100","0","0","0","","","2030571","5709692",
"Gisborne District","SH 2","620","E"," ","BUSHMERE ROAD","201530268","10/01/2015","Sat","1232","MC","CE1C","372B ","","R","D","B ","F "," "," ","C","100","0","0","0","","","","",
"Gisborne District","SH 2","40","S"," ","MARAETAHA NO 5 BR","201531238","21/01/2015","Wed","1150","DB","CS1","136A 650A ","T","M","W","B ","F "," "," ","C","100","0","0","0","","","","",
"Gisborne District","STANLEY ROAD",""," ","I","SCHOOL ROAD","201510097","13/01/2015","Tue","1200","KA","SN1C","302B 375B ","","R","D","B ","F ","T","G","C","050","0","0","1","","15","2035910","5709196",
"Gisborne District","STOUT ST",""," ","I","LYTTON ROAD","201531401","27/02/2015","Fri","1230","EA","CE1CC","131A 386A ","M","E","D","B ","F ","R","G","C","050","0","0","0","","","2035376","5710843",
"Gisborne District","2/461/3.581","3900","S"," ","NICKS HEAD STATION ROAD","201531100","31/01/2015","Sat","0900","MC","4N1C","330B 372B ","","E","D","O ","F "," ","N","C","100","0","0","0","","","2025675","5693063",
"Gisborne District","2/461/3.681","4000","S"," ","NICKS HEAD STATION ROAD","201530799","31/01/2015","Sat","0630","DA","CN1","111A 131A ","","E","D","O ","F "," ","N","C","100","0","0","0","","","2025633","5692972",
"Gisborne District","2/474/2.424","50","N"," ","PUNINGA ROAD","201530323","07/01/2015","Wed","0800","DA","4N1","111A 131A 357A 402A ","F","M","D","TN","F "," "," ","C","100","0","0","0","","","2021792","5685055",
"Gisborne District","35/200/2.228","1000","W"," ","SH 35 TE ARAROA","201530256","29/01/2015","Thu","0400","EC","TE1","137A 801 912 ","FW","R","W","DN","L "," "," ","C","100","0","0","0","","","2065000","5791289",
"Gisborne District","35/274/13.431","140","W"," ","WAIHAU ROAD","201510417","26/01/2015","Mon","1207","DA","CW1","110A 131A 844 ","V","M","W","O ","L "," ","N","L","100","0","0","3","","","2059066","5728795",
"Gisborne District","35/308/4.368","1790","N"," ","TATAPOURI HOTEL ROAD E","201510419","07/01/2015","Wed","1510","LB","CS14","303B 375B 926 ","","R","D","B ","F ","D","N","C","070","0","0","1","","","2048957","5711247",
"Gisborne District","35/321/5.98","30","W"," ","HIRINI ST","201530780","23/01/2015","Fri","1910","EA","CE1VV","129A 352A ","M","R","D","B ","F "," ","N","C","050","0","0","0","","","2037830","5707844",
"Gore District","LYNE ST",""," ","I","ORDSAL ST","201511145","26/02/2015","Thu","1102","HA","CE1C","302A 335A 363A 902 ","","R","D","O ","F ","X","G","C","050","0","0","2","","","1286724","4887347",
"Gore District","WAIKAKA ROAD",""," ","I","GLENKENICH ROAD","201531652","28/01/2015","Wed","2045","DC","CW2","132A 335A 363A 632A 902 ","P","R","D","B ","F ","T","G","C","100","0","0","0","","","1292651","4898806",
"Gore District","WAIMUMU ROAD","120","W"," ","CHARLTON ROAD","201510539","02/02/2015","Mon","1515","DB","4E1","131A 801 ","V","M","W","O ","L "," "," ","C","100","0","0","3","","","1283466","4884708",
"Gore District","1S/842/2.208","250","E"," ","LANDSLIP VALLEY ROAD","201530932","18/01/2015","Sun","1856","DA","CE1","131A 350A 407A ","EF","E","D","B ","F "," "," ","C","100","0","0","0","","","1298953","4887800",
"Gore District","1S/872/5.283","540","S"," ","TERRACE ROAD","201531808","01/02/2015","Sun","0400","CB","CN1","130A 402A 412A ","F","R","W","DN","L "," "," ","C","100","0","0","0","","","1277618","4870275",
"Gore District","93/16/8.576","25","W"," ","KAIWERA DOWNS ROAD","201510398","05/02/2015","Thu","1058","BF","CE1C","130A 151A 330A 130B 197B 801 903 ","","E","W","O ","LS"," "," ","L","100","0","0","1","","","1297930","4875931",
"Gore District","KANA ST",""," ","I","BRIDGE ST","201532084","19/02/2015","Thu","0815","JC","CE2C","301B 375B ","","R","W","O ","F ","T","S","R","050","0","0","0","","","1281239","4876014",
"Grey District","TAYLORVILLE ROAD","650","E"," ","SIDS ROAD","201530279","13/01/2015","Tue","2120","CA","CE1","130A 402A 526A ","X","R","D","TN","F "," "," ","C","100","0","0","0","","","1455807","5299460",
"Grey District","Z FCT MOBIL","50","W"," ","MARLBOROUGH ST","201510722","07/02/2015","Sat","0904","PO","CE1E","420A ","X","R","D","B ","F "," "," ","N","030","0","0","1","79","","1451697","5297160",
"Grey District","6/430/0.1","100","W"," ","SH 7","201531912","18/01/2015","Sun","1410","BO","VW1T","200A ","","M","D","BF","F "," ","N","C","050","0","0","0","","","1453283","5298849",
"Grey District","6/430/0.387",""," ","I","WILLIS ST","201530206","09/01/2015","Fri","1526","JA","CE1C","308B 375B 922 ","","R","D","B ","F ","D","S","C","050","0","0","0","","","1453018","5298757",
"Grey District","6/430/14.542",""," ","A","TARAMAKAU RIV BR","201510777","28/01/2015","Wed","1800","CA","SN1","135A 812 ","","R","D","B ","F "," ","G","N","100","0","1","0","","34","1447667","5286344",
"Hamilton City","ALISON ST","100","N"," ","SH 1N","201531616","12/01/2015","Mon","1645","MA","CS1C","373B ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1799961","5813143",
"Hamilton City","ANGLESEA ST",""," ","I","BRYCE ST","201532499","12/02/2015","Thu","0940","LB","CS1V","323B 330B ","","R","D","B ","F ","X","T","C","050","0","0","0","","","1800651","5815451",
"Hamilton City","ANGLESEA ST",""," ","I","ROSTREVOR ST","201511210","29/01/2015","Thu","1255","LB","SN1C","303B 330B ","","R","D","B ","F ","X","T","C","050","0","0","1","","31","1800377","5815848",
"Hamilton City","BADER ST","10","E"," ","SH3 ON RAMP","201530912","08/01/2015","Thu","2100","MF","CE1V","103B 514B ","","R","D","TO","F ","T","T","P","050","0","0","0","","","1801283","5812967",
"Hamilton City","BANKWOOD ROAD","50","S"," ","WAKE ST","201530478","06/02/2015","Fri","0357","DB","CS1","101A 410A ","P","E","W","DO","L "," ","N","C","050","0","0","0","","","1800289","5819505",
"Hamilton City","BOUNDARY ROAD","25","W"," ","MARNE ST","201530391","07/01/2015","Wed","2245","KB","SE1CE","204A 330A 308B 352B 370B 929 ","","R","D","DO","F ","D","N","C","050","0","0","0","","","1800996","5816667",
"Hamilton City","BOUNDARY ROAD","200","W"," ","ST CLAIR COURT","201531614","23/01/2015","Fri","1730","FD","CE1C","331A ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1801505","5816800",
"Hamilton City","BOUNDARY ROAD",""," ","I","VICTORIA ST","201532407","27/02/2015","Fri","1526","GF","4N2C","129A ","","R","D","B ","F ","X","T","C","050","0","0","0","","","1800299","5816430",
"Hamilton City","BRIDGE ST",""," ","I","ANGLESEA ST","201530330","05/01/2015","Mon","1715","HA","CN1C","111A 303A 404A ","","M","D","B ","F ","R","G","R","050","0","0","0","","","1801267","5814611",
"Hamilton City","BRIDGE ST","15","E"," ","VON TEMPSKY ST","201532412","22/02/2015","Sun","1529","AA","CE1C","372A ","","E","D","B ","F "," "," ","C","050","0","0","0","","","1801784","5814940",
"Hamilton City","CAMBRIDGE ROAD",""," ","I","HILLCREST ROAD","201510078","19/01/2015","Mon","1750","DA","CE1","410A 501A ","FK","R","D","O ","F ","T","G","R","050","0","0","1","","","1803818","5814068",
"Hamilton City","CAMBRIDGE ROAD","50","E"," ","MASTERS AVENUE","201511175","18/02/2015","Wed","1716","FC","CN1CE","181A 191A 191B ","IPS","R","D","B ","F "," "," ","R","050","0","0","1","23","","1803994","5813875",
"Hamilton City","CAMBRIDGE ROAD",""," ","I","MASTERS AVENUE","201511154","23/02/2015","Mon","1447","LB","CS1CC","303B 375B 801 ","","R","W","O ","L ","T","G","P","050","0","0","1","","","1803952","5813903",
"Hamilton City","CAMBRIDGE ROAD","10","W"," ","PRESCOTT PLACE","201530989","15/01/2015","Thu","1953","MO","CW1C","371A 386A ","","R","D","TF","F ","T","G","C","050","0","0","0","","","1803440","5814133",
"Hamilton City","CECIL ST","50","S"," ","ENGLISH ST","201510464","14/02/2015","Sat","0200","PO","CS1E","101A 420A ","","R","D","DO","F "," ","N","C","050","0","0","1","","","1798192","5819578",
"Hamilton City","CECIL ST","50","W"," ","MEARS ROAD","201510458","14/02/2015","Sat","0120","PO","CN1E","101A 420A 929 ","","R","D","DO","F ","D","N","C","050","0","0","1","18","","1797856","5819287",
"Hamilton City","CLAUDELANDS ROAD","110","E"," ","VICTORIA ST","201532411","25/02/2015","Wed","0831","FD","CW1CC","181A 331A 181B 191B 191C ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1800983","5815603",
"Hamilton City","CLYDE ST","10","W"," ","FIRTH ST","201530480","02/02/2015","Mon","1210","FA","CW1C","331A 350A ","","R","D","B ","F ","T","S","R","050","0","0","0","","","1802107","5814891",
"Hamilton City","COBHAM DRIVE",""," ","I","ANGLESEA ST","201530393","13/01/2015","Tue","1636","HA","CE1CC","302A 375A 402A ","IS","R","D","B ","F ","R","G","R","050","0","0","0","","","1801231","5814593",
"Hamilton City","COBHAM DRIVE","80","S"," ","TRISTRAM ST","201530392","08/01/2015","Thu","2340","EC","CN1","111A 131A 823 901 ","CL","M","W","DO","H "," "," ","R","080","0","0","0","","","1801197","5814405",
"Hamilton City","COLLINS ROAD","100","W"," ","SH 3","201510341","19/01/2015","Mon","1405","GD","CW14","181A 330A 927 ","","R","D","B ","F ","D"," ","C","050","0","0","2","","","1800781","5811992",
"Hamilton City","COMRIES ROAD",""," ","I","BANKWOOD ROAD","201530988","17/01/2015","Sat","1548","HA","CE1C","321B 330B ","","R","D","B ","F ","X","S","R","050","0","0","0","","","1800425","5819170",
"Hamilton City","DINSDALE ROAD","80","E"," ","ROBYN PLACE","201530711","03/02/2015","Tue","2029","CC","4E1","102A 504A ","C","R","D","TF","F "," ","N","C","040","0","0","0","","","1797710","5814652",
"Hamilton City","DOMINION ROAD",""," ","I","WALL ST","201532604","23/02/2015","Mon","1645","GD","CN1C","181A 331A 402A ","","R","D","O ","F ","X","G","C","050","0","0","0","","","1797308","5816895",
"Hamilton City","ENDERLEY AVENUE","20","N"," ","PEACHGROVE ROAD","201531464","12/02/2015","Thu","1500","MO","CE1C","386A 926 ","M","R","D","B ","F ","D","N","C","050","0","0","0","","","1802106","5816834",
"Hamilton City","FIFTH AVENUE",""," ","I","JOHN ST","201530258","27/01/2015","Tue","1113","MO","CE1T","387A 370B ","K","R","D","B ","F ","T","G","C","050","0","0","0","","","1802384","5817165",
"Hamilton City","FLYNN ROAD",""," ","I","CAMBRIDGE ROAD","201532602","19/02/2015","Thu","1246","DA","CE2","111A 131A 402A ","T","M","D","B ","F ","T","G","C","050","0","0","0","","","1803470","5814138",
"Hamilton City","GALLOWAY ST",""," ","I","CLYDE ST","201511176","21/02/2015","Sat","2120","HA","4W2V","101B 322B 358B ","","R","W","DO","F ","X","T","C","050","0","0","2","","","1802498","5814993",
"Hamilton City","GRANDVIEW ROAD","40","E"," ","HOLMES ST","201531155","16/02/2015","Mon","1017","GD","CW1C","181A 191B 929 ","","R","D","B ","F ","D","N","C","050","0","0","0","","","1797215","5816343",
"Hamilton City","GREY ST","30","N"," ","COOK ST","201531454","20/02/2015","Fri","1650","FD","CN1C","181A ","","R","D","B ","F ","X","T","C","050","0","0","0","","","1801931","5814627",
"Hamilton City","GREY ST",""," ","I","TE AROHA ST","201510580","30/01/2015","Fri","1346","KA","CS1V","302B ","","M","D","B ","F ","R","G","R","050","0","0","1","","","1801624","5815835",
"Hamilton City","HALL ST",""," ","I","NORTON ROAD","201530479","04/02/2015","Wed","1153","FE","CS1C","423A 427A ","","E","D","B ","F ","X","T","C","050","0","0","0","","","1799613","5815671",
"Hamilton City","HEAPHY TERRACE",""," ","I","CLAUDELANDS ROAD","201532339","15/02/2015","Sun","2230","LB","CN1C","303B ","","R","D","DO","F ","X","T","C","050","0","0","0","","","","",
"Hamilton City","HOLLAND ROAD","10","E"," ","PAUL CRESCENT W","201531459","13/01/2015","Tue","1115","MO","CE1C","330A 371A 929 ","M","E","D","B ","F ","D","N","C","050","0","0","0","","","1801331","5817405",
"Hamilton City","KAHIKATEA DRIVE","20","W"," ","WICKHAM ST","201532414","21/02/2015","Sat","1259","AA","SW1C","372A ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1798770","5813439",
"Hamilton City","KILLARNEY ROAD",""," ","I","QUEENS AVENUE","201510015","12/01/2015","Mon","1335","GD","CW1C","331A 350A ","","R","D","B ","F ","X","G","C","050","0","0","1","","","1799642","5814529",
"Hamilton City","LAKE ROAD",""," ","I","MARAMA ST","201510096","14/01/2015","Wed","1706","FB","CS1C","181A 191B ","","R","D","B ","F ","X","G","P","050","0","0","2","","","1800026","5815007",
"Hamilton City","LINCOLN ST",""," ","I","ELLICOTT ROAD","201510447","17/02/2015","Tue","0809","NB","CW1E","713B 718B ","","R","D","B ","F ","X","T","C","050","0","0","1","15","","1798089","5816149",
"Hamilton City","MILL ST",""," ","I","NORTON ROAD","201531153","17/02/2015","Tue","1521","FB","CE1V","181A 353A ","","M","D","B ","F ","X","G","C","050","0","0","0","","","1799613","5815671",
"Hamilton City","MILL ST",""," ","I","TRISTRAM ST","201530291","30/01/2015","Fri","2008","LB","4S1C","334A 303B 334B ","","R","D","TO","F ","X","T","R","050","0","0","0","","","1800006","5816011",
"Hamilton City","MILL ST",""," ","I","TRISTRAM ST","201510017","07/01/2015","Wed","1950","LB","CS1C","303B ","","E","D","B ","F ","X","T","C","050","0","0","1","","","1800006","5816011",
"Hamilton City","MILL ST","25","E"," ","ULSTER ST","201531151","13/02/2015","Fri","1308","FE","CW1C","330A 350A ","","R","D","B ","F ","X","T","C","050","0","0","0","","","1800183","5816354",
"Hamilton City","NEVADA ROAD","5","E"," ","SHERIDAN ST W","201532463","04/01/2015","Sun","0900","MC","CE1C","387A 372B ","","R","D","B ","F ","X","G","C","050","0","0","0","","","1804916","5814956",
"Hamilton City","PEMBROKE ST",""," ","I","TIDD ST","201510444","02/02/2015","Mon","1658","LB","SS1C","303B 314B ","","R","D","B ","F ","T","G","C","050","0","0","1","","","1800808","5813747",
"Hamilton City","POAKA AVENUE","30","S"," ","AMANDA AVENUE","201532605","03/03/2015","Tue","2045","FO","CS1C","331A 412A 510B ","","E","D","DO","F "," "," ","C","050","0","0","0","","","1797652","5813991",
"Hamilton City","PUKETE ROAD","20","E"," ","TE RAPA ROAD S","201510340","19/01/2015","Mon","1410","LB","SN1V","112A 158A 303B 375B 924 ","","R","D","B ","F ","D"," ","C","050","0","1","0","","45","1797362","5819358",
"Hamilton City","RIFLE RANGE ROAD",""," ","I","LINCOLN ST","201532601","17/02/2015","Tue","1600","FB","CN1C","110A 181A 331A ","","E","D","B ","F ","R","G","C","050","0","0","0","","","1798369","5815875",
"Hamilton City","RIVER ROAD","20","W"," ","SYLVESTER ROAD","201530704","22/01/2015","Thu","0156","CC","CE1","103A 125A ","F","R","D","DO","F "," ","N","C","050","0","0","0","","","1797915","5821214",
"Hamilton City","ROTOKAURI ROAD","80","N"," ","BRECKONS AVENUE","201511213","03/02/2015","Tue","0830","MO","SS1C","204A 330A 378B 929 ","","R","D","O ","F ","D"," ","C","050","0","0","1","","40","1797223","5817328",
"Hamilton City","ROTOKAURI ROAD",""," ","I","BRECKONS ST","201532338","17/02/2015","Tue","1715","JA","4W14","302B ","","M","D","B ","F ","T","G","C","050","0","0","0","","","","",
"Hamilton City","RUAKURA ROAD",""," ","I","KNIGHTON ROAD","201511174","21/02/2015","Sat","2151","DA","ME1","103A 111A 131A ","K","M","D","DO","F ","R","G","R","050","0","1","0","","","1803928","5815865",
"Hamilton City","SNELL DRIVE",""," ","I","ASCOT ROAD","201510771","10/02/2015","Tue","1717","MO","SN1C","210A 370B ","","R","D","B ","F ","T","G","R","050","0","0","1","","10","1801640","5818194",
"Hamilton City","SOMERSET ST","80","E"," ","LAKE ROAD","201530739","16/01/2015","Fri","1930","EA","CW1C","386A ","M","R","D","B ","F "," ","N","C","050","0","0","0","","","1799844","5815223",
"Hamilton City","SOMERSET ST","200","N"," ","LAKE ROAD","201532432","20/02/2015","Fri","0940","KB","CN1V","308B 375B 402B 927 ","","R","D","B ","F ","D"," ","C","050","0","0","0","","","1799950","5815279",
"Hamilton City","SPENSER ROAD","10","N"," ","COLERIDGE DRIVE","201511164","19/02/2015","Thu","2110","NA","CN1E","370A 712B 727B ","","R","D","DO","F ","T","N","N","050","0","0","1","1","","1802393","5817393",
"Hamilton City","TAYLOR TERRACE","200","N"," ","BRAID ROAD","201532409","13/02/2015","Fri","1228","FD","CN14","181A 331A 191B ","","R","D","O ","F "," "," ","C","050","0","0","0","","","1798872","5818801",
"Hamilton City","TE AROHA ST","5","W"," ","NEW ST","201510338","28/01/2015","Wed","1235","FD","CE1V","197A 331A ","","R","D","B ","F ","T","G","C","050","0","0","1","","","1801741","5815891",
"Hamilton City","TE AROHA ST",""," ","I","RIVER ROAD","201510018","08/01/2015","Thu","1906","DB","CS2","111A 131A 402A 427A ","P","M","D","B ","F ","T","G","C","050","0","0","1","","","1801297","5815667",
"Hamilton City","TE KOWHAI EAST ROAD",""," ","I","MAAHANGA DRIVE","201510446","06/02/2015","Fri","1200","HA","SN2C","302B 350B ","","R","D","O ","F ","R","G","R","050","0","0","1","","47","1796261","5820200",
"Hamilton City","TE RAPA ROAD","50","S"," ","EUCLID AVENUE","201531156","26/02/2015","Thu","1230","DB","CW1","133A 330A 927 ","I","R","D","B ","F ","D","N","R","050","0","0","0","","","1798038","5818444",
"Hamilton City","TE RAPA ROAD",""," ","I","VICTORIA ST","201510020","10/01/2015","Sat","1700","HA","CW2C","322B 334B ","","R","D","B ","F ","M","T","C","060","0","0","1","","","1799288","5817354",
"Hamilton City","TISDALL ST",""," ","I","BRIDGE ST","201531434","27/02/2015","Fri","1045","HA","CW2C","322A 353A ","","R","D","B ","F ","X","T","R","050","0","0","0","","","1801457","5814746",
"Hamilton City","TONGARIRO ST",""," ","I","SEFTON CRESCENT","201531617","21/01/2015","Wed","1800","CB","CE1","130A ","F","R","D","B ","F ","T","G","C","050","0","0","0","","","1800681","5818579",
"Hamilton City","TRISTRAM ST",""," ","I","WARD ST","201530257","28/01/2015","Wed","0847","LB","CN1C","303B 353B 382B 402B ","","R","D","B ","F ","X","G","C","050","0","0","0","","","1800526","5815212",
"Hamilton City","TRISTRAM ST",""," ","I","WARD ST","201510445","19/02/2015","Thu","1645","NA","CS1E","713B 716B ","","R","D","B ","F ","X","T","C","050","0","0","1","13","","1800526","5815212",
"Hamilton City","ULSTER ST",""," ","I","EDGECUMBE ST","201531460","12/02/2015","Thu","0830","KA","SS1C","302B 375B ","","R","D","B ","F ","T","G","C","060","0","0","0","","","1799763","5816532",
"Hamilton City","VICKERY ST","20","N"," ","MAXWELL PLACE","201530477","03/02/2015","Tue","1220","QG","TN1C","665A 682A ","M","R","D","B ","F "," ","N","C","050","0","0","0","","","1797653","5819307",
"Hamilton City","VICTORIA ST","20","N"," ","BRYCE ST","201532603","14/02/2015","Sat","1451","MA","CN1C","330B 373B ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1800846","5815606",
"Hamilton City","VICTORIA ST",""," ","I","ROSTREVOR ST","201531350","29/01/2015","Thu","1407","LB","CW1C","303B ","","R","D","B ","F ","X","S","P","050","0","0","0","","","1800582","5815987",
"Hamilton City","WAIRERE DRIVE",""," ","I","HUKANUI ROAD","201531351","05/02/2015","Thu","2328","DA","CW1","131A 801 ","G","E","W","DO","L ","R","G","R","050","0","0","0","","","1800419","5820108",
"Hamilton City","WAIRERE DRIVE","1000","S"," ","RIVER ROAD","201530907","13/01/2015","Tue","1646","FD","CE1C","112A 181A 331A ","","R","D","B ","F "," "," ","R","080","0","0","0","","","1797871","5819966",
"Hamilton City","WAIRERE DRIVE",""," ","I","TE RAPA ROAD","201510080","09/01/2015","Fri","2047","LB","CE1CC","323B 334B ","","E","D","TO","F ","X","T","R","080","0","0","5","","","1797070","5819557",
"Hamilton City","1N/540/2.125","100","S"," ","KOURA ON NBD","201530243","08/01/2015","Thu","1101","CB","CN1","129A 130A 354A ","G","R","D","B ","F "," "," ","C","100","0","0","0","","","1794673","5821782",
"Hamilton City","1N/540/6.489","5","S"," ","FOREMAN ROAD","201530261","21/01/2015","Wed","1011","FE","TN1C","181A ","","R","D","B ","F ","T","T","R","080","0","0","0","","","1796792","5818233",
"Hamilton City","1N/540/9.44",""," ","I","NORTON ROAD","201531152","22/01/2015","Thu","2100","AA","CS1C","372B 386B ","","R","D","B ","F ","R","G","R","050","0","0","0","","","1798406","5815915",
"Hamilton City","LINCOLN ST",""," ","I","1N/540/9.465","201531613","26/01/2015","Mon","1618","HA","CS1C","302A 375A ","","E","D","B ","F ","R","G","R","050","0","0","0","","","1798371","5815909",
"Hamilton City","1N/540/9.918","50","N"," ","EDGAR ST","201510079","23/01/2015","Fri","0942","NB","CS1E","713B ","","R","D","B ","F "," "," ","C","060","0","1","0","80","","1798673","5815514",
"Hamilton City","1N/552/0.318",""," ","I","BANDON ST","201510339","19/01/2015","Mon","1621","KA","SN1C","301B 330B 375B ","","R","D","B ","F ","T","S","C","060","0","0","1","","55","1799010","5814867",
"Hamilton City","KILLARNEY ROAD",""," ","I","1N/552/0.658","201530987","12/01/2015","Mon","1700","FE","CW14","330A 386A ","","E","D","B ","F ","X","T","P","050","0","0","0","","","1799041","5814529",
"Hamilton City","1N/552/2.157","80","E"," ","GREENLEA LANE","201530232","15/01/2015","Thu","1107","MA","CE1C","373B ","","R","D","B ","F "," "," ","C","060","0","0","0","","","1799290","5813267",
"Hamilton City","1N/552/2.843","5","E"," ","ALISON ST","201531458","29/01/2015","Thu","1130","MO","CN1C","386A 926 ","","R","D","B ","F ","D","N","C","050","0","0","0","","","1799940","5813046",
"Hamilton City","1N/552/3.091",""," ","I","LANGDON LANE","201531463","11/02/2015","Wed","1600","FA","CE1C","181A 330A ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1800179","5812982",
"Hamilton City","1N/553/0.752","200","S"," ","COBHAM DRIVE","201530102","12/01/2015","Mon","1527","MC","CW1C","372B ","","S","D","BF","F "," ","N","L","080","0","0","0","","","1801364","5813279",
"Hamilton City","1N/554/0.595",""," ","A","COBHAM BR W","201532413","22/02/2015","Sun","0843","BF","CS1C","131A 801 ","","S","W","O ","L "," "," ","C","080","0","0","0","","","1801981","5813200",
"Hamilton City","1N/554/0.6","600","S"," ","NORMANDY AVENUE","201510440","23/02/2015","Mon","1111","DA","MN1","111A 402A ","C","M","D","B ","F "," ","N","C","080","0","1","0","","","1801984","5813203",
"Hamilton City","1N/554/1.254",""," ","I","GREY ST","201511161","11/02/2015","Wed","1020","LB","VE1C","303B 330B 404B ","","R","D","B ","F ","T","G","R","080","0","0","2","","","1802513","5813528",
"Hamilton City","SH 1N GREENWOOD MASSEY",""," ","I","23/0/0","201511212","02/03/2015","Mon","0930","DA","CN2","124A 131A 351A ","P","S","D","B ","F ","X","T","R","050","0","0","1","","","1798978","5815184",
