"TLA NAME","CRASH ROAD","CRASH DIST","CRASH DIRN","INTSN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT","VEHICLES","CAUSES","OBJECTS STRUCK","ROAD CURVE","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","ROAD MARK","SPD LIM","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","PERS AGE1","PERS AGE2","EASTING","NORTHING"
"Auckland","CENTRAL PARK DRIVE",""," ","I","TE PAI PLACE","201532366","16/02/2015","Mon","1700","GF","CE2TC","111A 131A 402A ","","M","W","B ","L ","T","T","P","050","0","0","0","","","","",
"Auckland","CENTRAL PARK DRIVE",""," ","I","UNIVERSAL DRIVE","201532111","05/02/2015","Thu","0444","JA","CN1V","103A 322A ","","R","W","DO","F ","T","T","N","050","0","0","0","","","1745925","5919752",
"Auckland","CHANCERY ST","30","E"," ","FIELDS LANE","201531055","12/01/2015","Mon","1100","EA","CE1C","129A ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1757660","5920569",
"Auckland","CHANNEL VIEW ROAD S","40","N"," ","THE STRAND","201530815","21/01/2015","Wed","1300","MO","CN1C","371A 385A ","M","R","D","BF","F "," ","N","N","050","0","0","0","","","1758293","5927159",
"Auckland","CHAPEL ROAD","30","N"," ","BROADHURST ROAD","201530222","03/01/2015","Sat","0510","CB","CN1","112A 130A ","","R","D","TO","F "," "," ","C","060","0","0","0","","","1769468","5906280",
"Auckland","CHAPEL ROAD","30","S"," ","CYRIL FRENCH DRIVE","201531932","09/01/2015","Fri","1725","CC","CN1","135A 363A 902 ","IK","R","D","BF","F "," ","N","R","060","0","0","0","","","1770019","5908528",
"Auckland","CHAPEL ROAD","20","N"," ","SANTA ANA DRIVE","201531227","21/01/2015","Wed","1705","MA","CS14","330B 373B ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1771578","5912250",
"Auckland","CHAPEL ROAD",""," ","I","SANTA ANA DRIVE","201510804","05/02/2015","Thu","0840","JA","CS14","302B 330B 386B ","","R","D","O ","F ","T","G","P","060","0","0","1","","","1771562","5912238",
"Auckland","CHAPEL ROAD","330","S"," ","STANCOMBE ROAD","201510193","05/02/2015","Thu","2320","FA","CS1C","103A 331A ","","R","D","DN","F "," ","N","C","060","0","0","1","","","1769848","5907822",
"Auckland","CHARLES PREVOST DRIVE",""," ","I","HILL ROAD","201531134","02/01/2015","Fri","1842","FE","CS1C","181A 330A ","","R","D","B ","F ","T","T","C","050","0","0","0","","","1770163","5902044",
"Auckland","CHARTWELL AVENUE",""," ","I","BENTLEY AVENUE","201530939","10/01/2015","Sat","1415","LB","VN1C","303B 382B ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1754338","5927965",
"Auckland","CHELSEA VIEW DRIVE","80","S"," ","MOKOIA ROAD","201530833","22/01/2015","Thu","1920","MB","CN1C","303B 375B ","","M","D","BF","F "," ","N","C","050","0","0","0","","","1753154","5924639",
"Auckland","CHURCH ST",""," ","I","SPRING ST","201531215","07/01/2015","Wed","1100","HA","CE1C","302B 375B ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1759426","5912225",
"Auckland","CHURTON ST",""," ","I","FARNHAM ST","201530957","05/01/2015","Mon","1045","DA","CW2C","131A 359A ","","M","D","B ","F ","T","G","N","050","0","0","0","","","1758765","5920089",
"Auckland","CLAUDE ROAD",""," ","I","HALVER ROAD","201532327","13/02/2015","Fri","1637","FD","VS1CCC","181A 353A 181B 181C ","","R","D","B ","F ","T","G","P","050","0","0","0","","","1769313","5901208",
"Auckland","CLEVEDON ROAD","10","E"," ","BUSING AVENUE","201510436","17/01/2015","Sat","1721","FC","4W1C","181A 191B ","","R","W","O ","L ","T","G","X","050","0","0","1","","","1774086","5897167",
"Auckland","CLEVEDON ROAD","110","W"," ","BUSING AVENUE","201532103","07/01/2015","Wed","1550","JA","SW1C","308B 375B 929 ","","R"," "," F","F ","D","N","P","060","0","0","0","","","1773991","5897093",
"Auckland","CLEVEDON-TAKANINI ROAD","180","W"," ","PARISH LINE ROAD","201511170","09/02/2015","Mon","1845","CB","CW1","101A 112A 506A 512A ","P","R","D","O ","F "," "," ","C","100","0","1","0","","","1778026","5901612",
"Auckland","COCKBURN ST",""," ","I","FARRAR ST","201511134","02/02/2015","Mon","1500","MO","PS2","103A 131A 402A ","","R","D","B ","F ","X","S","C","050","0","0","2","","","1754899","5919650",
"Auckland","COLLEGE ROAD","150","N"," ","EXMOUTH ROAD","201531397","17/02/2015","Tue","1615","MO","CN1","433A ","T","R","D","B ","F "," "," ","N","050","0","0","0","","","1755813","5925655",
"Auckland","COLLEGE ROAD","50","E"," ","TONAR ST","201531290","01/02/2015","Sun","0345","EA","CW1C","129A ","M","E","D","DO","F "," "," ","C","050","0","0","0","","","1756269","5926081",
"Auckland","COOK ST",""," ","I","HOBSON ST","201531418","24/02/2015","Tue","0530","LB","CW1C","303B 322B ","","M","D","B ","F ","X","T","C","050","0","0","0","","","1756900","5920138",
"Auckland","COOK ST","10","E"," ","NELSON ST","201530451","01/02/2015","Sun","1800","EA","CW1C","386A ","M","R","D","B ","F ","X","G","C","050","0","0","0","","","1756783","5920181",
"Auckland","COOK ST",""," ","I","NELSON ST","201531323","08/01/2015","Thu","0023","QO","CN2","517A 520A ","H","R","D","DO","F ","X","T","C","050","0","0","0","","","1756774","5920184",
"Auckland","CORINTHIAN DRIVE","5","S"," ","DON MCKINNON DRIVE","201531677","29/01/2015","Thu","1732","FB","CN1C","331A ","","R","D","O ","F ","R","G","C","050","0","0","0","","","1752868","5933823",
"Auckland","COSGRAVE ROAD","230","N"," ","FERNAIG ST","201531232","01/01/2015","Thu","0515","CC","CN1","103A 130A ","","R","D","DN","F "," "," ","C","080","0","0","0","","","1773903","5897866",
"Auckland","COULTHARD TERRACE","100","E"," ","GREAT SOUTH ROAD","201510588","13/02/2015","Fri","0115","DC","CE1","103A 129A ","KP","R","D","DO","F "," "," ","N","050","0","0","1","","","1772724","5894176",
"Auckland","CRAYFORD ST","15","W"," ","GEDDES TERRACE","201531286","08/02/2015","Sun","1330","MO","VE14","371A ","M","R","D","B ","F "," "," ","C","050","0","0","0","","","1751287","5915258",
"Auckland","CRITERION ST","50","W"," ","ATKINSON AVENUE","201532360","21/02/2015","Sat","1600","EE","VW1C","371B ","M","R","D","O ","F "," "," ","N","050","0","0","0","","","","",
"Auckland","CURRAN ON NBD","100","S"," ","SH 1N","201532228","23/02/2015","Mon","1917","AA","CN1C","372A 404A 671A ","","M","D","O ","F "," "," ","C","080","0","0","0","","","1755273","5921815",
"Auckland","CURZON ST","50","S"," ","MOUNT SMART ROAD","201532451","06/02/2015","Fri","1748","EA","CS1C","103A 129A ","M","R","D","B ","F "," "," ","N","050","0","0","0","","","1760009","5912984",
"Auckland","CUSTOMS ST EAST",""," ","I","BEACH ROAD","201510573","04/02/2015","Wed","1030","JA","CE1C","322A 334A ","","R","W","O ","L ","M","T","N","050","0","0","2","","","1757823","5920799",
"Auckland","CUSTOMS ST WEST",""," ","I","QUEEN ST","201530340","28/01/2015","Wed","1740","AO","BE1X4","129A 386A ","","R","D","B ","F ","X","T","R","050","0","0","0","","","1757514","5920902",
"Auckland","DAIRY FLAT HIGHWAY",""," ","I","GILLS ROAD","201530862","05/02/2015","Thu","1826","FE","CS1CC","181A ","","R","D","OF","F ","T","S","C","050","0","0","0","","","1751276","5934411",
"Auckland","DAIRY FLAT HIGHWAY",""," ","I","KAHIKATEA FLAT ROAD","201510231","03/01/2015","Sat","1147","LB","CN1C","303B 375B ","","R","D","BF","F ","T","G","C","100","0","0","2","","","","",
"Auckland","DALDY ST",""," ","I","PAKENHAN ST EAST","201532131","14/02/2015","Sat","1735","MG","CE1C","371B ","","R","D","BF","F ","X","S","N","100","0","0","0","","","","",
"Auckland","DARNELL CRESCENT","10","N"," ","DISSMEYER DRIVE","201531087","07/02/2015","Sat","0515","EA","CS1C","514A 517A ","MP","E","D","DO","F ","T","N","N","050","0","0","0","","","1768862","5905361",
"Auckland","DAY ST","10","N"," ","KARANGAHAPE ROAD","201510371","20/01/2015","Tue","0757","NA","CN1E","370A 710B ","","R","D","B ","F ","T","T","N","050","0","0","1","57","","1756603","5919448",
"Auckland","DE HAVILLAND DRIVE","90","W"," ","BALTIC PLACE","201532113","18/01/2015","Sun","0158","DB","CE1C","111A 131A 357A ","FM","M","W","DO","L "," ","N","N","050","0","0","0","","","1768482","5903856",
"Auckland","DE HAVILLAND ROAD","10","N"," ","BUCKLEY AVENUE","201510462","06/01/2015","Tue","0930","CC","VW1","130A 504A ","","R","D","B ","F ","T","N","R","050","0","0","1","","","1748063","5926966",
"Auckland","DEEP CREEK ROAD","200","N"," ","FIRTH ROAD","201510003","03/01/2015","Sat","1219","AO","4N1S","129A 386A 129B ","","R","D","B ","F "," "," ","C","050","0","0","1","","46","1755750","5936098",
"Auckland","DENBIGH AVENUE",""," ","I","DOMINION ROAD","201531924","02/01/2015","Fri","1040","HA","CW1C","302A 375A ","","R","D","BF","F ","R","G","R","050","0","0","0","","","1755010","5913747",
"Auckland","DIARY FLAT HIGHWAY","1000","N"," ","POTTER ROAD","201532130","11/02/2015","Wed","1845","AA","CN1C","381A 434A ","","R","D","OO","F "," ","N","C","100","0","0","0","","","","",
"Auckland","DICKENS ST","50","S"," ","ROSE ROAD","201531267","31/01/2015","Sat","1100","MO","CS1V","371A 929 ","M","R","D","B ","F ","D","N","C","050","0","0","0","","","1755224","5919340",
"Auckland","DIORELLA DRIVE","10","N"," ","COURANT PLACE","201530430","27/01/2015","Tue","1113","CB","CN1","112A 403A ","JT","R","D","B ","F ","T","N","C","050","0","0","0","","","1768179","5904846",
"Auckland","DOMINION ROAD","20","N"," ","BALMORAL ROAD","201531063","05/02/2015","Thu","1603","FE","CS1CC","181A ","","R","D","OF","F ","X","T","C","050","0","0","0","","","1755720","5916247",
"Auckland","DOMINION ROAD","50","S"," ","BELLEVUE ROAD","201531942","14/01/2015","Wed","2130","FA","CN1C","181A 331A 350A ","","R","D","DO","F "," ","N","C","050","0","0","0","","","1756112","5917646",
"Auckland","DOMINION ROAD","50","N"," ","BRIXTON ROAD","201531985","14/02/2015","Sat","1255","AO","CS1C","381A ","","R","D","BF","F "," ","N","P","050","0","0","0","","","1755775","5916437",
"Auckland","DOMINION ROAD","150","N"," ","COLEMAN AVENUE","201530375","01/01/2015","Thu","1720","CC","CS1C","103A 130A ","M","R","D","B ","F "," "," ","C","050","0","0","0","","","1755107","5914056",
"Auckland","DOMINION ROAD",""," ","I","DENBIGH AVENUE","201532177","04/02/2015","Wed","1725","GF","VN1C","381A ","","M","W","OF","L ","X","G","R","050","0","0","0","","","1755017","5913735",
"Auckland","DOMINION ROAD","20","N"," ","DEXTER AVENUE","201530822","14/01/2015","Wed","1825","FD","CN1C","181A ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1755782","5916462",
"Auckland","DOMINION ROAD","20","N"," ","DOMINION OFF EBD","201532198","13/02/2015","Fri","1720","AA","CN1C","372A ","","R","D","BN","F ","X","T","R","050","0","0","0","","","1754984","5913619",
"Auckland","DOMINION ROAD",""," ","I","DOMINION ON EBD","201510713","23/01/2015","Fri","1628","CA","CN1","354A ","IP","R","D","B ","F ","X","T","R","050","0","0","1","","","1754979","5913599",
"Auckland","DOMINION ROAD",""," ","I","DONALD CRESCENT N","201531705","14/02/2015","Sat","1020","GB","MS1C","158A ","","E","D","B ","F ","T","N","C","050","0","0","0","","","1755301","5914746",
"Auckland","DOMINION ROAD","50","S"," ","KING EDWARD ST","201531071","03/02/2015","Tue","1230","FA","CN1C","181A ","","R","D","BF","F "," ","N","P","050","0","0","0","","","1755912","5916929",
"Auckland","DOMINION ROAD",""," ","I","MOUNT PLEASANT ROAD","201511222","24/02/2015","Tue","1620","FB","CS1C","331A ","","R","D","B ","F ","T","N","C","050","0","0","1","","","","",
"Auckland","DOMINION ROAD","50","N"," ","TAWARI ST","201510822","08/02/2015","Sun","1830","AC","CN1M","330A 372A ","","R","D","O ","F "," "," ","P","050","0","0","1","","","1756212","5917999",
"Auckland","DOMINION ROAD",""," ","I","TAWARI ST","201531795","16/01/2015","Fri","0045","CB","4N1","101A 129A 130A ","S","R","D","DO","F ","T","S","C","050","0","0","0","","","1756199","5917950",
"Auckland","DOMINION ROAD","20","S"," ","TENNYSON ST","201531979","20/02/2015","Fri","0850","FD","CN1CC","181A ","","R","D","BF","F "," ","N","P","050","0","0","0","","","1755639","5915957",
"Auckland","DOMINION ROAD","30","S"," ","VIEW ROAD","201510551","01/02/2015","Sun","2115","AC","CN1M","372A ","","R","W","DO","L "," "," ","C","050","0","0","1","","","1756171","5917852",
"Auckland","DOMINION ROAD",""," ","I","WIREMU ST","201510132","07/01/2015","Wed","0843","LB","CN1C","303B 377B 830 ","II","R","D","B ","F ","T","S","R","050","0","0","1","","","1755689","5916137",
"Auckland","DOMINION ROAD","100","N"," ","YOUTH ST","201532176","10/02/2015","Tue","","FD","VN1CC","181A ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1754901","5913321",
"Auckland","DON BUCK ROAD","50","N"," ","HELENA ST","201530846","13/01/2015","Tue","1756","AC","CN1S","671A ","","M","D","BF","F "," ","N","P","050","0","0","0","","","1743674","5920129",
"Auckland","DON BUCK ROAD","50","N"," ","HELENA ST","201510504","31/01/2015","Sat","1738","EA","CS1C","129A 352A ","M","R","D","B ","F "," "," ","C","050","0","0","1","","","1743674","5920129",
"Auckland","DON MCKINNON DRIVE",""," ","I","COLISEUM DRIVE","201531045","17/01/2015","Sat","1215","HA","4E2C","302A 387A ","","R","D","BF","F ","R","G","R","050","0","0","0","","","1752227","5933814",
"Auckland","DON MCKINNON DRIVE","10","S"," ","MERCARI WAY","201532185","19/02/2015","Thu","1207","KA","SW1V","308B 375B 927 ","","E","D","BF","F ","D","N","R","060","0","0","0","","","","",
"Auckland","DONOVAN ST","100","E"," ","BLOCKHOUSE BAY ROAD","201531948","09/01/2015","Fri","2030","MD","CE1C","371B 929 ","","R","D","DO","F ","D","N","C","050","0","0","0","","","1751660","5912372",
"Auckland","DONOVAN ST","15","W"," ","BOUNDARY ROAD","201531931","08/01/2015","Thu","1000","FD","CE1C","181A ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1752547","5912401",
"Auckland","DONOVAN ST",""," ","I","RATHLIN ST","201511217","04/03/2015","Wed","0727","LB","ME1C","314B 377B ","","R","D","B ","F ","T","S","C","050","0","0","1","","","","",
"Auckland","DRAKE ST","50","E"," ","CENTRE ST","201531037","11/01/2015","Sun","1345","EA","VE1C","129A ","M","R","D","BF","F "," ","N","N","050","0","0","0","","","1756497","5920488",
"Auckland","DUGGAN AVENUE",""," ","I","FRIESIAN DRIVE","201510590","01/02/2015","Sun","1250","BF","CW2C","111A 131A 402A ","","M","D","O ","L ","T","G","P","050","0","0","3","","","1760924","5906546",
"Auckland","DUNBAR ROAD","10","W"," ","DOMINION ROAD","201531183","26/02/2015","Thu","2020","MO","CE1V","371A 386A ","M","R","D","DO","F ","T","S","C","050","0","0","0","","","1755724","5916296",
"Auckland","DUNCAN AVENUE","50","S"," ","HAVERSTOCK ROAD","201531230","18/01/2015","Sun","0220","BE","CS1C","112A 130A ","","R","W","DO","L "," "," ","C","050","0","0","0","","","1754510","5915626",
"Auckland","DUNCANSBY ROAD","250","N"," ","VIPOND ROAD","201531334","31/01/2015","Sat","0001","DB","CN1","111A 131A 402A ","EP","S","W","DN","L "," "," ","C","050","0","0","0","","","1753840","5946770",
"Auckland","EAST COAST ROAD","150","S"," ","SUNNYNOOK ROAD","201531440","04/03/2015","Wed","1552","CB","CN1","130A 504A ","T","R","D","B ","F "," ","N","P","050","0","0","0","","","1756101","5931221",
"Auckland","EAST COAST ROAD",""," ","I","SUNSET ROAD","201510776","26/01/2015","Mon","1922","AC","SS1C","184A ","","R","D","O ","F ","R","G","C","050","0","0","1","","24","1755358","5931854",
"Auckland","EAST COAST ROAD",""," ","I","SUNSET ROAD","201532315","24/02/2015","Tue","1605","FB","CN14","181A ","","R","D","B ","F ","R","G","C","050","0","0","0","","","1755342","5931861",
"Auckland","EAST TAMAKI ROAD","10","E"," ","BAIRDS ROAD","201532186","21/02/2015","Sat","0930","AA","CW1CC","372A ","","R","D","BF","F ","X","T","C","050","0","0","0","","","1766914","5907645",
"Auckland","EAST TAMAKI ROAD",""," ","I","NEWBURY ST","201531209","13/01/2015","Tue","1345","KB","CW1C","322A 330A ","","E","D","B ","F ","T","T","C","050","0","0","0","","","1766629","5907631",
"Auckland","EBAS AVENUE","40","S"," ","SYLVIA ROAD","201531393","16/02/2015","Mon","1746","CA","CN1","130A 507A ","H","R","D","B ","F "," "," ","C","050","0","0","0","","","","",
"Auckland","EDMONTON ROAD",""," ","I","GREAT NORTH ROAD","201531960","14/01/2015","Wed","1800","FB","CS1C","181A 517A ","","E","D","BF","F ","X","G","R","050","0","0","0","","","1745733","5917225",
"Auckland","EDSEL ST",""," ","I","GREAT NORTH ROAD","201510819","30/01/2015","Fri","1810","GB","SN1C","330B 372B ","","R","D","B ","F ","X","T","C","050","0","0","1","","46","1745733","5917225",
"Auckland","ELIZABETH ST",""," ","I","FALLS ST","201530360","15/01/2015","Thu","1747","LB","CN14","303B ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1749012","5970676",
"Auckland","ELLERSLIE-PANMURE HIGHWAY","15","W"," ","ELLERSLIE PARK ROAD","201530367","24/01/2015","Sat","1500","FD","VE1C","181A ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1762064","5914759",
"Auckland","ELLICE ROAD","50","S"," ","GIRRAHWEEN DRIVE","201532182","20/02/2015","Fri","","DA","CN1E","111A 131A ","","E","W","BF","L "," ","N","C","050","0","0","0","","","1754048","5929545",
"Auckland","ELLIOT ST","100","S"," ","RUSHGREEN AVENUE","201532170","22/01/2015","Thu","1800","CB","CW1C","410A ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1771610","5895829",
"Auckland","ELSTREE AVENUE","30","S"," ","MAYBURY ST","201531429","26/02/2015","Thu","1950","MO","CN1","371A 386A 929 ","F","R","D","B ","F ","D","N","C","050","0","0","0","","","1766238","5916587",
"Auckland","ELSTREE AVENUE","100","S"," ","TANIWHA ST","201531421","10/02/2015","Tue","1200","EA","OS1C","410A 500A ","M","R","D","B ","F "," ","N","C","050","0","0","0","","","1766311","5916893",
"Auckland","EMLYN PLACE","40","N"," ","FITZWILLIAM DRIVE","201532047","06/02/2015","Fri","1700","BB","CS1C","123A ","","E","D","O ","F "," "," ","C","050","0","0","0","","","1754427","5937195",
"Auckland","ESMONDE ON NBD","250","S"," ","ESMONDE ROAD","201532459","26/02/2015","Thu","1745","FA","CN1C","181A ","","E","D","B ","F "," "," ","C","100","0","0","0","","","","",
"Auckland","ESMONDE ROAD","10","W"," ","BARRYS POINT ROAD","201510378","31/01/2015","Sat","1415","FD","VW1C","331A 358A ","","R","D","O ","F ","T","T","R","050","0","0","1","","","1757551","5926255",
"Auckland","ESMONDE ROAD",""," ","I","FRED THOMAS DRIVE","201531291","10/02/2015","Tue","1342","FE","CW1C","181A ","","R","D","B ","F ","T","T","R","060","0","0","0","","","1757481","5926208",
"Auckland","ESPLANADE ROAD","30","S"," ","PUKA ST","201531431","02/02/2015","Mon","1050","MD","CN1T","308B 371B 929 ","","R","D","B ","F ","D","N","C","050","0","0","0","","","1756878","5917809",
"Auckland","EXMOUTH ROAD","100","W"," ","MCBREEN AVENUE","201532317","31/01/2015","Sat","0745","CA","CW1CC","410A ","M","R","D","O ","F "," "," ","C","050","0","0","0","","","","",
"Auckland","FAIRVIEW ROAD","20","W"," ","MOUNT EDEN ROAD","201532285","08/02/2015","Sun","1220","EA","CW1C","129A ","M","R","D","B ","F "," "," ","C","050","0","0","0","","","1756926","5916417",
"Auckland","FANSHAWE ST",""," ","I","FEDERAL ST","201531205","15/01/2015","Thu","0923","AA","CW1B","184A 330A ","","R","D","B ","F ","T","N","N","050","0","0","0","","","1757311","5920950",
"Auckland","FANSHAWE ST",""," ","I","FEDERAL ST","201531035","08/01/2015","Thu","1045","FE","VW1C","181A ","","R","D","BF","F ","T","T","C","060","0","0","0","","","1757311","5920950",
"Auckland","FANSHAWE ST",""," ","I","HALSEY ST","201530948","11/01/2015","Sun","2205","FE","CW1C","181A 331A ","","R","D","DO","F ","X","T","C","050","0","0","0","","","1756610","5920757",
